Elliptic curve parameters:
name = secp17k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using random message hashes and nonces (only for test curves).

---------------------------------------------------------------------------------------------------------------------------------------------------------
case    s      s_zk*  s_rxk*  s_zr   z      r_x    r_y    x*     k*     k^{-1}*  a      m1*    m2*  f*                          x_recovered  hypothesis
D2      16242  11284  4958    27111  87011  76457  42824  52529  94225  39028    5373   -      -    2.10013028103480364786      -            -
D10     41088  70788  69967   58220  76802  28810  80270  16141  99547  35714    6824   -      -    10.37338804220398593200     -            -
D3      38064  61277  76454   58730  89799  75522  60774  92426  66348  54645    17398  -      -    3.52207150247154845384      -            -
D1057   90618  95187  95098   90741  45201  5585   2766   9258   97054  49700    90     -      -    1057.63333333333333333333   -            -
D1      47487  19465  28022   77325  18187  93813  71836  81879  31921  434      17649  -      -    1.10289534817836704629      -            -
D104    9388   56390  52665   13812  36655  10534  4346   11600  85201  41304    540    -      -    104.42592592592592592592    -            -
D0      39189  1447   37742   62318  43059  24891  22984  79387  4989   82027    16060  -      -    0.09009962640099626400      -            -
D10     49519  52011  97175   56956  70991  61169  52810  92441  50587  63689    4897   -      -    10.62099244435368593016     -            -
D28     44470  15243  29227   46782  4347   23741  69154  81241  57886  79517    542    -      -    28.12361623616236162361     -            -
D6      48224  81693  66198   83977  68048  62567  400    71354  70352  54816    12471  -      -    6.55063747895116670675      -            -
D10     15848  28237  87278   18502  3603   52757  18117  34424  67699  88278    2578   -      -    10.95306439100077579519     -            -
D34     48673  36824  11849   50577  72013  32597  2698   90051  48290  42779    1073   -      -    34.31873252562907735321     -            -
D10     68788  72384  96071   84185  94648  29929  79072  38551  30613  74572    7200   -      -    10.05333333333333333333     -            -
D0      55696  5732   49964   84280  78041  68868  919    25299  77998  32583    27112  -      -    0.21141929772794334611      -            -
D1      55290  33241  22049   88808  71550  12017  17893  4769   50107  22047    21772  -      -    1.52677751240124931104      -            -
D7      38874  78310  60231   66748  42350  78855  73210  53855  64744  2520     11000  -      -    7.11909090909090909090      -            -
D21     67319  39366  27953   73271  20378  41278  54098  63189  11343  58194    1847   -      -    21.31348132106118029236     -            -
D2      53175  51353  1822    87348  23594  8486   6210   71640  71314  15822    19002  -      -    2.70250499947373960635      -            -
D127    54307  71570  82404   55005  98530  65958  10273  3253   22408  3794     561    -      -    127.57575757575757575757    -            -
D49     4725   91391  13001   7608   91719  300    48192  10469  21630  69472    1842   -      -    49.61509229098805646036     -            -
D13     33906  61007  72566   38812  85978  16146  90505  77420  50615  89018    4470   -      -    13.64809843400447427293     -            -
D4      46717  41361  5356    59218  31405  9510   30760  55653  16083  69097    9214   -      -    4.48892988929889298892      -            -
D6      53922  65603  87986   98054  13238  11903  83825  46306  51969  25716    9790   -      -    6.70102145045965270684      -            -
D12     12530  40650  71547   21729  14177  70669  22654  86102  34250  53826    3331   -      -    12.20354247973581507054     -            -
D0      60433  701    59732   77882  64947  77521  58404  82647  63362  97781    8086   -      -    0.08669304971555775414      -            -
D8      85372  73176  12196   98083  36417  92179  23969  29874  74003  19740    9106   -      -    8.03602020645728091368      -            -
D4      77654  83781  93540   97495  45465  12081  78843  9233   25764  44584    18131  -      -    4.62087033257955986983      -            -
D14     53628  56586  96709   61895  88360  91270  42479  9004   14441  57484    4026   -      -    14.05514157973174366616     -            -
D4      61824  65218  96273   77375  20181  50146  19733  71694  10519  94939    15171  -      -    4.29885966646892096763      -            -
D2      43971  8422   35549   47992  29518  68058  99284  43525  82156  36939    3761   -      -    2.23929805902685455995      -            -
D5      34374  75018  59023   53892  84693  12523  42130  4809   74578  31824    14856  -      -    5.04967689822294022617      -            -
D66     44369  66674  77362   46778  3879   4971   41714  73426  82445  17078    1007   -      -    66.21052631578947368421     -            -
D1      58498  40642  17856   96339  32352  8478   77341  24483  1276   63815    20657  -      -    1.96746865469332429684      -            -
D16     6579   4317   2262    12891  47682  45971  62336  65607  99401  52831    267    -      -    16.16853932584269662921     -            -
D3      12982  15230  97419   17328  8246   9188   38385  46220  19646  9502     4290   -      -    3.55011655011655011655      -            -
D9      66667  82796  83538   95584  48301  1531   56123  58311  85864  80460    8833   -      -    9.37348579191667610098      -            -
D38     52210  78331  73546   54718  12994  92047  96037  31684  28130  42967    2050   -      -    38.21024390243902439024     -            -
D4      66368  14839  51529   87385  44904  12265  77427  34650  70453  94205    3317   -      -    4.47362074163400663249      -            -
D2      43751  41592  2159    72066  51455  36924  13766  26314  49794  70650    15436  -      -    2.69448043534594454521      -            HYP-001
D20     52955  93310  59312   65036  11830  46191  38794  42230  52787  18290    4631   -      -    20.14899589721442453033     -            -
D0      61301  4982   56319   69284  28412  2023   9972   92561  38016  93388    5420   -      -    0.91918819188191881918      -            -
D4      63133  67023  95777   87764  97935  24118  1522   66405  86624  85645    13871  -      -    4.83187946074544012688      -            -
D32     50486  45849  4637    66845  31073  54084  9587   7012   78260  49333    1409   -      -    32.54009936124911284599     -            -
D1      53749  32924  20825   88544  53699  93837  53152  3224   81224  39174    18954  -      -    1.73704758889944075129      -            -
D4      56215  53582  2633    77723  62154  48321  96077  27072  12460  15334    13199  -      -    4.05954996590650806879      -            -
D14     38295  27303  10992   41931  39111  45756  59632  21071  86297  33195    1935   -      -    14.11007751937984496124     -            -
D934    27097  34572  92192   27261  64123  53206  73807  40149  95653  27288    37     -      -    934.37837837837837837837    -            -
D12     44350  78763  65254   63475  16761  76920  72876  66877  25531  10060    6100   -      -    12.91196721311475409836     -            -
D12     32940  73110  59497   60138  42111  92064  72583  81961  97864  61746    5742   -      -    12.73249738766980146290     -            -
D35     94145  23860  70285   94905  72760  40390  10976  31108  25066  37396    665    -      -    35.87969924812030075187     -            -
D389    20695  21446  98916   20791  4747   56714  22546  36458  71416  32485    55     -      -    389.92727272727272727272    -            -
D3      45799  47310  98156   79175  1021   31315  4130   51196  60645  16446    12423  -      -    3.80825887466795460033      -            -
D1      57382  26962  30420   76895  49252  69369  65135  50514  98619  67998    18356  -      -    1.46883852691218130311      -            -
D17     20066  32815  86918   22345  94713  52887  70214  69056  17303  9268     1834   -      -    17.89258451472191930207     -            -
D1      46886  28525  18361   74318  35748  86582  14036  95172  81695  4431     19454  -      -    1.46627942839518865014      -            -
D8      73640  733    72907   76267  35834  85220  71872  26167  51718  57727    84     -      -    8.72619047619047619047      -            -
D1      74583  15483  59100   95636  23699  40087  14603  58862  23935  37943    11424  -      -    1.35530462184873949579      -            -
D13     33106  58240  74533   47464  41227  38870  14830  68645  22383  21556    4390   -      -    13.26651480637813211845     -            -
D2      65198  17125  48073   75053  88897  7202   52450  1082   14171  70191    6068   -      -    2.82218193803559657218      -            -
D1      54936  25845  29091   96044  30055  45660  15722  84915  39008  57818    13828  -      -    1.86903384437373445183      -            -
D77     75181  55293  19888   77508  6621   2360   76219  68319  94584  70412    717    -      -    77.11715481171548117154     -            -
D13     31259  89848  41078   43660  40611  19826  63477  69274  16470  60012    6457   -      -    13.91482112436115843270     -            -
D22     64176  24932  39244   71186  32067  69527  25418  87775  41316  64276    1086   -      -    22.95764272559852670349     -            -
D2      72351  22208  50143   85275  59450  29298  7306   96668  20261  68696    7731   -      -    2.87259086793429051869      -            -
D26     46083  55675  90075   49468  80334  34677  847    21545  24344  11746    2078   -      -    26.79258902791145332050     -            -
D39     75416  42100  33316   86039  18527  36010  33825  86244  66569  56380    1055   -      -    39.90521327014218009478     -            -
D42     87165  76265  10900   93732  10795  79493  55354  63211  86383  47140    1794   -      -    42.51114827201783723522     -            -
D18     60032  43393  16639   68265  12594  76287  79083  45424  16301  2892     2401   -      -    18.07288629737609329446     -            -
D24     50223  75811  74079   73756  80055  53133  52721  95653  80199  70071    3157   -      -    24.01362052581564776686     -            -
D13     33351  38864  94154   40980  52972  23211  81485  43849  11357  81229    2835   -      -    13.70864197530864197530     -            -
D61     19482  74935  44214   20887  60392  6435   15257  71441  9363   7941     1217   -      -    61.57354149548069022185     -            -
D0      70844  16844  54000   94595  49614  6380   86602  89248  83043  62130    23342  -      -    0.72161768485990917659      -            -
D0      64858  13951  50907   99228  19504  65966  78638  79484  46245  27774    30488  -      -    0.45758987142482288113      -            -
D27     80713  29842  50871   86022  49214  85290  98460  36065  22826  82887    1078   -      -    27.68274582560296846011     -            -
D5      78542  54925  23617   95554  12339  33222  36468  58921  14214  27718    10494  -      -    5.23394320564131884886      -            -
D18     64750  54945  9805    77113  5055   84816  41797  76791  17033  49105    2935   -      -    18.72061328790459965928     -            -
D22     53102  99592  53177   58516  4691   25147  38867  81916  30502  47507    4376   -      -    22.75868372943327239488     -            -
D10     55208  57733  97142   65166  98747  49546  35571  75757  10106  25829    5418   -      -    10.65577703949796973052     -            -
D110    24753  54972  69448   29604  93068  99149  29273  84607  95738  38913    498    -      -    110.38554216867469879518    -            -
D3      25105  37836  86936   38090  63492  68037  18546  4797   74665  64009    12120  -      -    3.12178217821782178217      -            -
D7      47286  21765  25521   91792  84143  44807  32086  72398  38474  13038    2780   -      -    7.82913669064748201438      -            -
D3      44288  22678  21610   81230  26436  50666  93282  50713  92777  20729    7346   -      -    3.08712224339776749251      -            -
D24     74466  83969  90164   80928  48997  89681  86057  94658  38618  44997    3384   -      -    24.81353427895981087470     -            -
D3      46961  66796  79832   75479  93004  23533  7176   51223  58325  48739    18443  -      -    3.62175351081711218348      -            -
D35     18394  58757  59304   23978  12031  60228  96854  10661  82401  34144    1642   -      -    35.78380024360535931790     -            -
D3      42713  21833  20880   51881  3533   73164  70914  37098  32731  55919    6041   -      -    3.61413673232908458864      -            -
D70     53591  98318  54940   55524  90199  4668   91835  54608  6287   86414    1400   -      -    70.22714285714285714285     -            -
D15     27001  74782  51886   38031  18297  74928  25735  33625  72776  92410    4941   -      -    15.13499291641368144100     -            -
D2      47408  13756  33652   61428  74455  45870  18442  83863  23618  97595    5348   -      -    2.57217651458489154824      -            HYP-001
D17     8100   44188  63579   13641  58709  56379  62788  18613  77783  52935    2559   -      -    17.26768268855021492770     -            -
D6      33792  94016  39443   53726  26892  88543  69964  9564   3117   67308    13858  -      -    6.78424015009380863039      -            -
D98     20675  43520  76822   22923  32305  41515  42453  53503  25845  64852    443    -      -    98.23927765237020316027     -            -
D70     67069  89377  77359   78035  85746  68711  49853  3164   27480  95594    1273   -      -    70.20974076983503534956     -            -
D4      46593  57732  88528   63909  4219   69208  2825   16132  74847  82412    11961  -      -    4.82668673187860546777      -            -
D14     88755  20612  68143   93606  99515  37415  22652  24449  90267  33961    1437   -      -    14.34377174669450243562     -            -
D62     52909  53909  98667   70260  41844  21953  39898  73629  9291   118      856    -      -    62.97780373831775700934     -            -
D17     54695  81403  72959   61839  84315  99228  88443  82341  27024  47108    4687   -      -    17.36782590142948581181     -            -
D3      56735  41988  14747   79595  73676  2083   84965  98916  81847  53262    11015  -      -    3.81189287335451656831      -            -
D3      42881  34997  7884    59599  33696  89763  72776  33977  44798  52748    9445   -      -    3.70534674430915828480      -            -
D3      27554  43558  83663   42558  44450  35038  14166  17495  90099  24948    12550  -      -    3.47075697211155378486      -            -
D7      72344  61893  10451   93739  66381  40273  66283  75574  59209  47035    8159   -      -    7.58585610981737958083      -            -
D28     81429  54722  26707   84374  32910  32704  36940  50129  52455  27906    1914   -      -    28.59038662486938349007     -            -
D15     70329  92895  77101   91752  86983  9422   17870  31044  52043  14773    6060   -      -    15.32920792079207920792     -            -
D8      55041  93155  61553   99066  15132  97500  12956  75053  12303  36884    11016  -      -    8.45633623819898329702      -            -
D1      63312  49464  13848   98677  85333  47393  20195  63868  76104  18645    27947  -      -    1.76992163738505027373      -            -
D0      51950  20817  31133   82334  28371  15446  57993  23333  87675  57006    21566  -      -    0.96526940554576648428      -            -
D3      28413  16015  12398   52336  96564  30304  31875  33229  68326  17500    4490   -      -    3.56681514476614699331      -            -
D6      43516  73006  70177   75231  70143  94037  47090  48190  40158  77283    11801  -      -    6.18642487924752139649      -            -
D4      17924  33426  84165   27769  35324  88441  29403  47121  76351  19317    8079   -      -    4.13739324173783884144      -            -
D69     70859  96260  74266   75822  10525  72061  77134  67815  12927  58673    1377   -      -    69.90559186637618010167     -            -
D32     7266   55095  51838   9116   34885  41247  3875   24062  39057  77341    1716   -      -    32.10664335664335664335     -            -
D43     39615  83416  55866   52180  99307  93985  90516  83516  45059  90576    1920   -      -    43.44583333333333333333     -            -
D6      10353  18639  91381   17684  9163   82668  318    36394  84214  33906    3022   -      -    6.16776968894771674387      -            -
D4      50735  54622  95780   63628  13280  4778   30561  36661  8474   2811     12056  -      -    4.53069011280690112806      -            -
D55     60846  28755  32091   72912  47374  21549  14144  60597  37411  43409    516    -      -    55.72674418604651162790     -            -
D6      36079  47822  87924   50462  21975  94517  19883  7709   74089  48119    7313   -      -    6.53931355121017366333      -            -
D1      47592  18311  29281   64229  84261  50955  51621  74137  22985  56444    14318  -      -    1.27887973180611817292      -            -
D24     22219  76108  45778   41350  71830  40711  33014  54044  8568   77670    3088   -      -    24.64637305699481865284     -            -
D5      50617  56449  93835   64046  85325  67793  84633  10541  7606   3158     10330  -      -    5.46456921587608906098      -            -
D2      49407  58748  90326   75186  4510   21718  5124   71232  42905  15615    23628  -      -    2.48637210089724056204      -            -
D7      75097  73381  1716    96769  20489  3439   61545  74634  23769  96606    10081  -      -    7.27913897430810435472      -            -
D2      67388  13455  53933   88033  50762  6589   57371  67604  12589  93563    5453   -      -    2.46744911058133137722      -            -
D5      63792  84695  78764   88298  96189  57574  46834  22414  39662  56744    14780  -      -    5.73037889039242219215      -            -
D4      53319  83794  69192   86069  81934  175    53035  56645  37939  53468    20569  -      -    4.07380037921143468326      -            -
D4      60468  37431  23037   68033  57348  31390  36908  52639  60559  12373    7513   -      -    4.98216424863569812325      -            -
D12     59682  49828  9854    87459  76466  12729  80241  7093   13279  77593    4128   -      -    12.07073643410852713178     -            -
D10     25890  83198  42359   34897  94673  80481  40397  55743  64579  38980    7876   -      -    10.56348400203148806500     -            -
D3      57971  35679  22292   81766  93222  63901  37634  82391  20350  11005    10381  -      -    3.43695212407282535401      -            -
D1      83431  15366  68065   95498  60364  58718  72782  18393  94936  88628    11029  -      -    1.39323601414452806238      -            -
D4      48401  54233  93835   84733  75554  28905  77113  3990   39594  26232    12069  -      -    4.49357858977545778440      -            -
D7      63443  67515  95595   90751  96203  17381  40164  38173  26287  32004    8827   -      -    7.64869151467089611419      -            -
D7      87833  64931  22902   97714  89390  3957   52415  11318  68200  78034    8785   -      -    7.39112122936824132043      -            -
D3      77628  24230  53398   89274  26666  10663  1155   10804  29132  18218    7752   -      -    3.12564499484004127966      -            -
D44     90346  97324  92689   92666  90270  7213   96376  73420  64024  37207    2186   -      -    44.52150045745654162854     -            -
D56     72942  67999  4943    90876  63281  84254  48767  16438  66578  47591    1206   -      -    56.38391376451077943615     -            -
D15     64810  86905  77572   84491  17479  39834  22294  24130  76057  63629    5767   -      -    15.06936015259233570313     -            -
D85     54877  94996  59548   56669  60854  63081  36002  26597  96304  99341    1117   -      -    85.04565801253357206803     -            -
D37     84111  72606  11505   88220  16628  9188   61618  4406   80021  90165    1931   -      -    37.60020714655618850336     -            -
D79     47593  73873  73387   49007  57003  36547  75774  6549   53958  64145    931    -      -    79.34801288936627282491     -            -
D0      50074  5319   44755   68436  73637  21470  87176  65413  54841  82540    13350  -      -    0.39842696629213483146      -            -
D1      32767  17834  14933   52977  29527  28548  11655  60465  7183   47662    12557  -      -    1.42024368877916699848      -            -
D5      13623  5737   7886    16784  43419  30902  44340  63806  74102  86560    979    -      -    5.86006128702757916241      -            -
D3      32010  20132  11878   40446  10209  15263  16794  55216  37690  97570    6702   -      -    3.00387943897344076395      -            -
D2      26597  29738  96526   41168  77571  14360  82555  75469  86830  24744    12026  -      -    2.47280891401962414768      -            -
D3      35401  57962  77106   54410  48901  81706  18019  63898  49487  90894    16392  -      -    3.53599316739873108833      -            -
D10     19456  42734  76389   24610  16470  29714  45916  49945  7389   21231    3994   -      -    10.69954932398597896845     -            -
D5      30674  18774  11900   39803  10951  89359  71600  34538  35511  91059    3287   -      -    5.71159111651962275631      -            -
D1      27227  12990  14237   46904  92224  35854  84225  61789  38278  15344    7550   -      -    1.72052980132450331125      -            -
D1      52588  25865  26723   71808  57425  96112  61904  93846  70981  88872    14148  -      -    1.82817359344076901328      -            -
D0      34590  4924   29666   53001  69809  36533  15434  80200  71202  51726    16179  -      -    0.30434513876012114469      -            -
D7      63267  30801  32466   73121  91382  45921  36497  26202  27925  85023    4143   -      -    7.43446777697320782041      -            -
D55     9591   97637  11621   13504  35755  84010  57859  93487  64545  9129     1765   -      -    55.31841359773371104815     -            -
D131    6340   93288  12719   11973  93068  49220  54245  50791  95262  57877    707    -      -    131.94908062234794908062    -            -
D2579   17283  98024  18926   20732  67849  50901  68285  56215  20341  89446    38     -      -    2579.57894736842105263157   -            -
D3      24861  11440  13421   29074  21777  5530   49119  41029  51482  83736    3796   -      -    3.01369863013698630136      -            -
D7      81033  76694  4339    91215  56856  36062  41965  12355  90441  26629    9759   -      -    7.85879700789015267957      -            -
D6      26793  53523  72937   36135  54328  73109  24512  7699   97264  16466    8109   -      -    6.60044395116537180910      -            -
D53     97212  64953  32259   99058  60814  47267  7036   12677  51207  24563    1220   -      -    53.24016393442622950819     -            -
D24     21667  88287  33047   39796  29556  32846  72701  11598  92728  95674    3538   -      -    24.95392877331825890333     -            -
D2      31150  33141  97676   48269  16586  11943  65050  8557   57799  96370    14031  -      -    2.36198417789181098995      -            -
D2      57184  36716  20468   78959  90024  55050  12430  66729  85619  46052    13634  -      -    2.69297344873111339298      -            HYP-001
D3      67802  40074  27728   81667  64329  62585  83927  98723  14260  48205    12342  -      -    3.24696159455517744287      -            -
D30     92090  70739  21351   94895  99542  47081  51867  7079   42395  72789    2330   -      -    30.36008583690987124463     -            -
D3      63185  97298  65554   96342  56948  72363  52684  2619   48358  9862     30028  -      -    3.24024244038897029439      -            -
D229    88286  67980  20306   94152  79754  86694  33654  38116  3341   61960    296    -      -    229.66216216216216216216    -            -
D6      45242  88583  56326   61438  70120  27243  58750  84210  17546  25090    12850  -      -    6.89361867704280155642      -            -
D72     28533  60439  67761   56238  72445  74534  10202  97197  21114  53185    828    -      -    72.99396135265700483091     -            -
D3      64002  86423  77246   99442  15915  34193  78270  36226  75622  18893    28562  -      -    3.02580351516000280092      -            -
D6      48504  91726  56445   66023  73412  99357  2631   65189  46743  53647    13466  -      -    6.81167384523986335957      -            -
D263    60752  40100  20652   61560  37709  35260  6090   49292  27771  33330    152    -      -    263.81578947368421052631    -            -
D14     25141  49173  75635   30561  88793  82277  27475  87563  8693   96537    3461   -      -    14.20774342675527304247     -            -
D8      39504  10005  29499   42699  67921  96793  55150  39039  68912  53092    1164   -      -    8.59536082474226804123      -            -
D2      34963  29688  5275    57707  30979  51111  2287   34862  19496  43704    12219  -      -    2.42965872821016449791      -            HYP-001
D10     44851  39964  4887    49416  65578  5463   21712  83557  15030  33534    3766   -      -    10.61178969729155602761     -            -
D21     82641  51215  31426   92678  91638  37241  64539  89370  5910   51385    2345   -      -    21.84008528784648187633     -            -
D3      60262  33066  27196   77476  84807  26206  75652  95448  54285  81274    8620   -      -    3.83596287703016241299      -            -
D181    12806  68021  44452   13324  70153  47790  76900  13105  7421   91273    374    -      -    181.87433155080213903743    -            -
D11     49329  57290  91706   93540  35587  1585   69000  56052  38968  68108    5118   -      -    11.19382571316920672137     -            -
D1      49221  26291  22930   83285  80549  94611  81757  77669  51950  59852    15157  -      -    1.73457808273405027380      -            -
D39     26904  54194  72377   31157  88758  80204  87291  11689  31597  7706     1386   -      -    39.10101010101010101010     -            -
D13     58980  54787  4193    69953  26445  90289  74641  45573  92771  13340    4115   -      -    13.31397326852976913730     -            -
D1      66371  8557   57814   87037  17295  52815  97773  54506  36936  37251    4373   -      -    1.95678024239652412531      -            -
D6      53641  82676  70632   93581  42464  28395  22657  69592  47382  87511    13701  -      -    6.03430406539668637325      -            -
D6      69193  66526  2667    99029  26452  63036  33722  99653  3593   14147    9521   -      -    6.98729125091902111122      -            -
D3      51317  70343  80641   82729  65883  80651  51072  18266  20027  41102    19905  -      -    3.53393619693544335594      -            -
D11     44657  1621   43036   46777  13525  62965  83056  13158  82767  92018    137    -      -    11.83211678832116788321     -            -
D4      66172  62579  3593    83659  66012  16469  17158  72288  13811  700      13711  -      -    4.56414557654438042447      -            -
D15     89236  66185  23051   96949  20129  14661  76458  79642  34211  6351     4393   -      -    15.06601411336216708399     -            -
D2      58888  46868  12020   79664  66971  92812  15956  88519  46324  14228    17336  -      -    2.70350715274573142593      -            HYP-001
D153    33991  98950  34708   35182  33650  85611  76879  73689  23167  3261     643    -      -    153.88802488335925349922    -            -
D6      27367  18544  8823    30856  74885  10584  28466  87746  34364  20108    2944   -      -    6.29891304347826086956      -            -
D0      65228  1672   63556   98207  65279  49735  91179  48465  3556   37249    32249  -      -    0.05184656888585692579      -            -
D22     76295  18902  57393   85729  48001  90211  73732  81122  85744  28870    823    -      -    22.96719319562575941676     -            -
D67     69559  31837  37722   76468  87812  44375  65809  33405  55094  53097    469    -      -    67.88272921108742004264     -            -
D71     13070  72441  40296   25122  96676  13887  20083  64127  67266  8373     1018   -      -    71.16011787819253438113     -            -
D14     35298  10216  25082   52588  49401  83760  95603  71450  26824  70377    718    -      -    14.22841225626740947075     -            -
D32     69102  92807  75962   76460  94462  69015  22869  48467  45403  34947    2880   -      -    32.22465277777777777777     -            -
D1      38127  18539  19588   60652  1663   71895  30512  96972  81039  38068    15602  -      -    1.18824509678246378669      -            -
D5      64562  51285  13277   78543  74075  16747  1436   20449  38675  49407    8638   -      -    5.93713822644130585783      -            -
D57     31502  33112  98057   36657  24648  86458  99231  31571  20252  92034    572    -      -    57.88811188811188811188     -            -
D7      59355  40333  19022   67014  32652  39726  24073  16386  4303   37268    5742   -      -    7.02420759317311041448      -            -
D105    82026  27497  54529   91111  30473  96625  44799  73642  36070  24943    261    -      -    105.35249042145593869731    -            -
D20     65786  66553  98900   73611  69678  8253   13002  91573  46030  81429    3186   -      -    20.88920276208411801632     -            -
D28     67140  90259  76548   79932  94347  69602  57571  69469  68225  84981    3180   -      -    28.38333333333333333333     -            -
D7      42210  85467  56410   72303  71995  20041  53499  57099  79904  35211    12117  -      -    7.05347858380787323594      -            -
D1      44932  11229  33703   80340  2798   14562  62134  5382   76377  73276    9524   -      -    1.17902141957160856782      -            -
D26     53226  25887  27339   54859  90560  2139   7343   5719   26827  68036    970    -      -    26.68762886597938144329     -            -
D10     38737  42385  96019   50279  73785  38333  16909  93004  6821   61238    4111   -      -    10.31014351739236195572     -            -
D12     51990  39660  12330   56429  66280  36982  17990  86206  6234   33654    3161   -      -    12.54666244859221765264     -            -
D12     25949  71331  54285   36173  18408  40290  80721  13100  86807  37379    5501   -      -    12.96691510634430103617     -            -
D14     81050  61237  19813   92017  67739  77048  49957  54150  70455  90397    4281   -      -    14.30436813828544732539     -            -
D4      42471  40850  1621    58683  22149  18497  96970  65736  40753  9807     10047  -      -    4.06589031551706977207      -            -
D1      47620  7063   40557   54497  29975  5518   60896  7392   40094  51325    6358   -      -    1.11088392576281849638      -            -
D1      62304  13220  49084   88593  27561  35153  68953  6581   10685  77952    9726   -      -    1.35924326547398725066      -            -
D1      40338  14458  25880   55180  10757  72673  25756  15458  34696  2818     10654  -      -    1.35704899568237281772      -            -
D10     29692  22422  7270    57296  26922  17698  92124  27410  13123  88495    2088   -      -    10.73850574712643678160     -            -
D33     39924  53287  86304   52706  73401  71798  47684  29116  69501  1087     1578   -      -    33.76869455006337135614     -            -
D10     61483  27869  33614   68829  70736  91531  55689  75119  62319  12401    2715   -      -    10.26482504604051565377     -            -
D3      54499  89345  64821   83192  95784  22643  31160  67997  86101  40121    25806  -      -    3.46217933813841742230      -            -
D9      53693  94224  59136   68217  80924  93043  37154  67606  17344  79652    10121  -      -    9.30975200079043572769      -            -
D12     39960  97746  41881   50639  22199  82999  31050  18930  14360  14138    7923   -      -    12.33699356304430140098     -            -
D1      71908  17098  54810   92794  4490   56802  56268  56223  40886  36319    9250   -      -    1.84843243243243243243      -            -
D19     52021  53669  98019   55540  85163  18000  67458  62100  92933  83934    2755   -      -    19.48058076225045372050     -            -
D28     83877  92479  91065   87104  99251  15124  34104  26639  62285  16309    3202   -      -    28.88163647720174890693     -            -
D81     56553  96415  59805   70394  27167  93730  21127  25308  42439  78007    1189   -      -    81.08915054667788057190     -            -
D24     42356  22235  20121   43785  53375  39018  84484  39597  62891  14556    915    -      -    24.30054644808743169398     -            -
D1      39720  21366  18354   66506  38002  84987  64730  49031  73201  64445    12934  -      -    1.65192515849698469151      -            -
D2      34973  25158  9815    59404  5951   93430  89915  52032  71599  62876    10542  -      -    2.38645418326693227091      -            HYP-001
D5      39672  86992  52347   62899  98215  60155  26446  41110  57748  50460    16445  -      -    5.28987534204925509273      -            -
D29     42149  97039  44777   80971  59279  46848  48756  66521  31569  20275    3327   -      -    29.16711752329425909227     -            -
D15     25821  55970  69518   36968  23699  75390  17447  4202   70647  82986    3527   -      -    15.86901049050184292599     -            -
D6      32794  90995  41466   52372  15492  85980  59471  37690  16686  27303    13216  -      -    6.88521489104116222760      -            -
D8      49576  87336  61907   88714  58413  58420  11926  34399  70783  42011    10438  -      -    8.36712013795746311553      -            -
D1      50769  1858   48911   75665  67863  95387  89633  97800  61564  93180    977    -      -    1.90174002047082906857      -            -
D4      46695  41079  5616    59134  51541  36837  14003  32056  50542  14208    9378   -      -    4.38035828534868841970      -            -
D1      43324  8698   34626   55614  1948   21415  68283  11408  86994  49224    6454   -      -    1.34769135419894638983      -            -
D8      66170  20270  45900   82135  92246  44551  83116  60683  12651  14811    2310   -      -    8.77489177489177489177      -            -
D3      49602  21504  28098   93026  12068  63749  97272  23092  42956  30295    6178   -      -    3.48073810294593719650      -            -
C       33748  36334  97081   33974  19750  43290  23302  63322  16662  8823     74     491    -    -                           -            -
---------------------------------------------------------------------------------------------------------------------------------------------------------
case    s      s_zk*  s_rxk*  s_zr   z      r_x    r_y    x*     k*     k^{-1}*  a      m1*    m2*  f*                          x_recovered  hypothesis
---------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 5000
Transaction Limit Per Key: 1
Total Transaction Count: 5000
Signature Space Per Key: 9.933312e+09
Signature Space All Keys: 9.900134e+14
Transactions With Valid A: 1281
Total Observed Cases: 1281
Case A Count: 0
Case B Count: 0
Case C Count: 3
Case D Count: 1278
Case E Count: 0
Case E Overlapping A Cases: 0
Hypothesis 001 Count: 17
Recovery Attempts: 0
Recovery Verified: 0
Recovery Rejected: 0
Case D0 Count: 88
Case D1 Count: 102
Case D2 Count: 87
Case D3 Count: 89
Case D4 Count: 75
Case D5 Count: 54
Case D6 Count: 86
Case D7 Count: 41
Case D8 Count: 41
Case D9 Count: 31
Case D10 Count: 36
Case D11 Count: 22
Case D12 Count: 23
Case D13 Count: 26
Case D14 Count: 22
Case D15 Count: 26
Case D16 Count: 15
Case D17 Count: 14
Case D18 Count: 18
Case D19 Count: 6
Case D20 Count: 15
Case D21 Count: 14
Case D22 Count: 11
Case D23 Count: 5
Case D24 Count: 11
Case D25 Count: 5
Case D26 Count: 5
Case D27 Count: 7
Case D28 Count: 8
Case D29 Count: 12
Case D30 Count: 7
Case D31 Count: 11
Case D32 Count: 12
Case D33 Count: 3
Case D34 Count: 6
Case D35 Count: 3
Case D36 Count: 3
Case D37 Count: 3
Case D38 Count: 4
Case D39 Count: 7
Case D40 Count: 2
Case D41 Count: 5
Case D42 Count: 4
Case D43 Count: 5
Case D44 Count: 3
Case D45 Count: 2
Case D47 Count: 3
Case D48 Count: 2
Case D49 Count: 6
Case D50 Count: 2
Case D51 Count: 3
Case D52 Count: 1
Case D53 Count: 4
